codigo,nombre,descripcion,cuenta,periodo,unidad,medida,Unidad,Medida,freq,familia,node,DESCRIPCION
20239,Hogares e ISFLSH,Hogares e ISFLSH,E07.16.02.07.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Panorama de otras sociedades de deposito [20507]/Activos internos [19974]/Hogares e ISFLSH [20239]'),Node('/BCCR/Sector Monetario y Financiero/Panorama de otras sociedades de deposito [20507]/Activos internos [19974]/Hogares e ISFLSH [20239]')
20240,Hogares e ISFLSH,Hogares e ISFLSH,E07.17.02.07.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Panorama de bancos (excluidos offshore) [20504]/Activos internos [19975]/Hogares e ISFLSH [20240]'),Node('/BCCR/Sector Monetario y Financiero/Panorama de bancos (excluidos offshore) [20504]/Activos internos [19975]/Hogares e ISFLSH [20240]')
20241,Hogares e ISFLSH,Hogares e ISFLSH,E07.18.02.07.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Panorama de otros intermediarios financieros [20509]/Activos internos [19976]/Hogares e ISFLSH [20241]'),Node('/BCCR/Sector Monetario y Financiero/Panorama de otros intermediarios financieros [20509]/Activos internos [19976]/Hogares e ISFLSH [20241]')
20242,Hogares e ISFLSH,Hogares e ISFLSH,E07.19.02.06.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Panorama de las sociedades de deposito [20505]/Activos internos [19977]/Hogares e ISFLSH [20242]'),Node('/BCCR/Sector Monetario y Financiero/Panorama de las sociedades de deposito [20505]/Activos internos [19977]/Hogares e ISFLSH [20242]')
20243,Hogares e ISFLSH,Hogares e ISFLSH,E07.20.02.07.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Panorama de otras sociedades financieras [20508]/Activos internos [19978]/Hogares e ISFLSH [20243]'),Node('/BCCR/Sector Monetario y Financiero/Panorama de otras sociedades financieras [20508]/Activos internos [19978]/Hogares e ISFLSH [20243]')
20244,Hogares e ISFLSH,Hogares e ISFLSH,E07.21.02.05.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Panorama de las sociedades financieras [20506]/Activos internos [19979]/Hogares e ISFLSH [20244]'),Node('/BCCR/Sector Monetario y Financiero/Panorama de las sociedades financieras [20506]/Activos internos [19979]/Hogares e ISFLSH [20244]')
20245,Hogares e ISFLSH,Hogares e ISFLSH,E07.23.03.08.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: instr [19991]/Préstamos [20541]/Hogares e ISFLSH [20245]'),Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: instr [19991]/Préstamos [20541]/Hogares e ISFLSH [20245]')
20246,Hogares e ISFLSH,Hogares e ISFLSH,E07.24.03.08.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de deposito: instr [19990]/Préstamos [20542]/Hogares e ISFLSH [20246]'),Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de deposito: instr [19990]/Préstamos [20542]/Hogares e ISFLSH [20246]')
20247,Hogares e ISFLSH,Hogares e ISFLSH,E07.25.03.08.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: instr [19989]/Préstamos [20543]/Hogares e ISFLSH [20247]'),Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: instr [19989]/Préstamos [20543]/Hogares e ISFLSH [20247]')
20248,Hogares e ISFLSH,Hogares e ISFLSH,E07.26.01.08.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: instr [19994]/Depósitos [20094]/Hogares e ISFLSH [20248]'),Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: instr [19994]/Depósitos [20094]/Hogares e ISFLSH [20248]')
20249,Hogares e ISFLSH,Hogares e ISFLSH,E07.27.01.08.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: instr [19993]/Depósitos [20095]/Hogares e ISFLSH [20249]'),Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: instr [19993]/Depósitos [20095]/Hogares e ISFLSH [20249]')
20250,Hogares e ISFLSH,Hogares e ISFLSH,E07.28.01.08.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: instr [19992]/Depósitos [20096]/Hogares e ISFLSH [20250]'),Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: instr [19992]/Depósitos [20096]/Hogares e ISFLSH [20250]')
20251,Hogares y ISFLSH,Hogares y ISFLSH,E07.32.01.01.02.05.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Liquidez total [20292]/M3 [20295]/M2 [20294]/Otros depósitos en poder de : [20443]/Hogares y ISFLSH [20251]'),Node('/BCCR/Sector Monetario y Financiero/Liquidez total [20292]/M3 [20295]/M2 [20294]/Otros depósitos en poder de : [20443]/Hogares y ISFLSH [20251]')
20252,Hogares y ISFLSH,Hogares y ISFLSH,E07.32.01.01.03.05.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Liquidez total [20292]/M3 [20295]/M2 [20294]/Valores distintos de acciones MN (incluidos los del banco ce [20754]/Hogares y ISFLSH [20252]'),Node('/BCCR/Sector Monetario y Financiero/Liquidez total [20292]/M3 [20295]/M2 [20294]/Valores distintos de acciones MN (incluidos los del banco ce [20754]/Hogares y ISFLSH [20252]')
20253,Hogares y ISFLSH,Hogares y ISFLSH,E07.32.01.02.05.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Liquidez total [20292]/M3 [20295]/Depósitos transferibles (ME) en poder de: [20138]/Hogares y ISFLSH [20253]'),Node('/BCCR/Sector Monetario y Financiero/Liquidez total [20292]/M3 [20295]/Depósitos transferibles (ME) en poder de: [20138]/Hogares y ISFLSH [20253]')
20254,Hogares y ISFLSH,Hogares y ISFLSH,E07.32.01.03.05.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Liquidez total [20292]/M3 [20295]/Otros depósitos (ME) en poder de : [20442]/Hogares y ISFLSH [20254]'),Node('/BCCR/Sector Monetario y Financiero/Liquidez total [20292]/M3 [20295]/Otros depósitos (ME) en poder de : [20442]/Hogares y ISFLSH [20254]')
20255,Hogares y ISFLSH,Hogares y ISFLSH,E07.32.01.04.05.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Liquidez total [20292]/M3 [20295]/Valores distintos de acciones (ME) en poder de: [20696]/Hogares y ISFLSH [20255]'),Node('/BCCR/Sector Monetario y Financiero/Liquidez total [20292]/M3 [20295]/Valores distintos de acciones (ME) en poder de: [20696]/Hogares y ISFLSH [20255]')
20256,Incluidos en dinero en sentido amplio,Incluidos en dinero en sentido amplio,E07.22.02.01.01.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: resum [19995]/Pasivos y capital [20533]/Depósitos [20093]/Incluidos en dinero en sentido amplio [20256]'),Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: resum [19995]/Pasivos y capital [20533]/Depósitos [20093]/Incluidos en dinero en sentido amplio [20256]')
20287,Indice de dolarización,Indice de dolarización,E07.39.04.00.00.00.00.00.00.M.CRC,Mensual,CRC,1,Colón Costarricense,,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Composición del capital y posición en moneda extranjera de [19862]/Indice de dolarización [20287]'),Node('/BCCR/Sector Monetario y Financiero/Composición del capital y posición en moneda extranjera de [19862]/Indice de dolarización [20287]')
20288,Indice de dolarización,Indice de dolarización,E07.38.04.00.00.00.00.00.00.M.CRC,Mensual,CRC,1,Colón Costarricense,,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Composición del capital y posición en moneda extranjera del [19863]/Indice de dolarización [20288]'),Node('/BCCR/Sector Monetario y Financiero/Composición del capital y posición en moneda extranjera del [19863]/Indice de dolarización [20288]')
20289,Industria,Industria,E07.34.04.00.00.00.00.00.00.M.CRC,Mensual,CRC,1,Colón Costarricense,,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Prestamos de las otras sociedades de depósito al sector priv [20579]/Industria [20289]'),Node('/BCCR/Sector Monetario y Financiero/Prestamos de las otras sociedades de depósito al sector priv [20579]/Industria [20289]')
20290,Industria,Industria,E07.35.04.00.00.00.00.00.00.M.CRC,Mensual,CRC,1,Colón Costarricense,,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/PRESTAMOS DE LAS OTRAS SOCIEDADES DE DEPÓSITO AL SECTOR PRIV [20578]/Industria [20290]'),Node('/BCCR/Sector Monetario y Financiero/PRESTAMOS DE LAS OTRAS SOCIEDADES DE DEPÓSITO AL SECTOR PRIV [20578]/Industria [20290]')
20291,Largo Plazo,Largo Plazo,E07.15.01.02.02.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Panorama del Banco Central [20510]/Activos Externos Netos [19963]/Pasivos frente a no residentes [20526]/Largo Plazo [20291]'),Node('/BCCR/Sector Monetario y Financiero/Panorama del Banco Central [20510]/Activos Externos Netos [19963]/Pasivos frente a no residentes [20526]/Largo Plazo [20291]')
20292,Liquidez total,Liquidez total,E07.32.00.00.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Liquidez total [20292]'),Node('/BCCR/Sector Monetario y Financiero/Liquidez total [20292]')
20293,M1,M1,E07.32.01.01.01.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Liquidez total [20292]/M3 [20295]/M2 [20294]/M1 [20293]'),Node('/BCCR/Sector Monetario y Financiero/Liquidez total [20292]/M3 [20295]/M2 [20294]/M1 [20293]')
20294,M2,M2,E07.32.01.01.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Liquidez total [20292]/M3 [20295]/M2 [20294]'),Node('/BCCR/Sector Monetario y Financiero/Liquidez total [20292]/M3 [20295]/M2 [20294]')
20295,M3,M3,E07.32.01.00.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Liquidez total [20292]/M3 [20295]'),Node('/BCCR/Sector Monetario y Financiero/Liquidez total [20292]/M3 [20295]')
20296,ME,ME,E07.19.03.02.02.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Panorama de las sociedades de deposito [20505]/Dinero en sentido amplio [20146]/Depósitos transferibles [20135]/ME [20296]'),Node('/BCCR/Sector Monetario y Financiero/Panorama de las sociedades de deposito [20505]/Dinero en sentido amplio [20146]/Depósitos transferibles [20135]/ME [20296]')
20297,ME,ME,E07.19.03.03.02.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Panorama de las sociedades de deposito [20505]/Dinero en sentido amplio [20146]/Otros depósitos [20439]/ME [20297]'),Node('/BCCR/Sector Monetario y Financiero/Panorama de las sociedades de deposito [20505]/Dinero en sentido amplio [20146]/Otros depósitos [20439]/ME [20297]')
20298,ME,ME,E07.19.03.04.02.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Panorama de las sociedades de deposito [20505]/Dinero en sentido amplio [20146]/Valores [20674]/ME [20298]'),Node('/BCCR/Sector Monetario y Financiero/Panorama de las sociedades de deposito [20505]/Dinero en sentido amplio [20146]/Valores [20674]/ME [20298]')
20299,ME,ME,E07.21.03.02.02.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Panorama de las sociedades financieras [20506]/Pasivos [20514]/Depósitos [20091]/ME [20299]'),Node('/BCCR/Sector Monetario y Financiero/Panorama de las sociedades financieras [20506]/Pasivos [20514]/Depósitos [20091]/ME [20299]')
20300,ME,ME,E07.21.03.03.02.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Panorama de las sociedades financieras [20506]/Pasivos [20514]/Valores [20675]/ME [20300]'),Node('/BCCR/Sector Monetario y Financiero/Panorama de las sociedades financieras [20506]/Pasivos [20514]/Valores [20675]/ME [20300]')
20301,ME,ME,E07.33.02.00.00.00.00.00.00.M.USD,Mensual,USD,1,Dólar EEUU,,M,M.USD,Node('/BCCR/Sector Monetario y Financiero/ME [20301]'),Node('/BCCR/Sector Monetario y Financiero/ME [20301]')
20302,ME,ME,E07.39.01.01.02.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Composición del capital y posición en moneda extranjera de [19862]/Activos [19949]/Activos financieros [19965]/ME [20302]'),Node('/BCCR/Sector Monetario y Financiero/Composición del capital y posición en moneda extranjera de [19862]/Activos [19949]/Activos financieros [19965]/ME [20302]')
20303,ME,ME,E07.39.02.02.02.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Composición del capital y posición en moneda extranjera de [19862]/Pasivos [20515]/Otros Pasivos [20453]/ME [20303]'),Node('/BCCR/Sector Monetario y Financiero/Composición del capital y posición en moneda extranjera de [19862]/Pasivos [20515]/Otros Pasivos [20453]/ME [20303]')
20304,ME,ME,E07.38.01.01.02.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Composición del capital y posición en moneda extranjera del [19863]/Activos [19951]/Activos financieros [19966]/ME [20304]'),Node('/BCCR/Sector Monetario y Financiero/Composición del capital y posición en moneda extranjera del [19863]/Activos [19951]/Activos financieros [19966]/ME [20304]')
20305,ME,ME,E07.38.02.02.02.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Composición del capital y posición en moneda extranjera del [19863]/Pasivos y Acciones y otras participaciones de capital [20532]/Pasivos [20516]/ME [20305]'),Node('/BCCR/Sector Monetario y Financiero/Composición del capital y posición en moneda extranjera del [19863]/Pasivos y Acciones y otras participaciones de capital [20532]/Pasivos [20516]/ME [20305]')
20306,MN,MN,E07.19.03.02.01.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Panorama de las sociedades de deposito [20505]/Dinero en sentido amplio [20146]/Depósitos transferibles [20135]/MN [20306]'),Node('/BCCR/Sector Monetario y Financiero/Panorama de las sociedades de deposito [20505]/Dinero en sentido amplio [20146]/Depósitos transferibles [20135]/MN [20306]')
20307,MN,MN,E07.19.03.03.01.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Panorama de las sociedades de deposito [20505]/Dinero en sentido amplio [20146]/Otros depósitos [20439]/MN [20307]'),Node('/BCCR/Sector Monetario y Financiero/Panorama de las sociedades de deposito [20505]/Dinero en sentido amplio [20146]/Otros depósitos [20439]/MN [20307]')
20308,MN,MN,E07.19.03.04.01.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Panorama de las sociedades de deposito [20505]/Dinero en sentido amplio [20146]/Valores [20674]/MN [20308]'),Node('/BCCR/Sector Monetario y Financiero/Panorama de las sociedades de deposito [20505]/Dinero en sentido amplio [20146]/Valores [20674]/MN [20308]')
20309,MN,MN,E07.21.03.02.01.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Panorama de las sociedades financieras [20506]/Pasivos [20514]/Depósitos [20091]/MN [20309]'),Node('/BCCR/Sector Monetario y Financiero/Panorama de las sociedades financieras [20506]/Pasivos [20514]/Depósitos [20091]/MN [20309]')
20310,MN,MN,E07.21.03.03.01.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Panorama de las sociedades financieras [20506]/Pasivos [20514]/Valores [20675]/MN [20310]'),Node('/BCCR/Sector Monetario y Financiero/Panorama de las sociedades financieras [20506]/Pasivos [20514]/Valores [20675]/MN [20310]')
20311,MN,MN,E07.33.01.00.00.00.00.00.00.M.CRC,Mensual,CRC,1,Colón Costarricense,,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Encaje bancario requerido y efectivo por monedas (bancos com [20148]/MN [20311]'),Node('/BCCR/Sector Monetario y Financiero/Encaje bancario requerido y efectivo por monedas (bancos com [20148]/MN [20311]')
20312,MN,MN,E07.39.01.01.01.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Composición del capital y posición en moneda extranjera de [19862]/Activos [19949]/Activos financieros [19965]/MN [20312]'),Node('/BCCR/Sector Monetario y Financiero/Composición del capital y posición en moneda extranjera de [19862]/Activos [19949]/Activos financieros [19965]/MN [20312]')
20313,MN,MN,E07.39.02.02.01.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Composición del capital y posición en moneda extranjera de [19862]/Pasivos [20515]/Otros Pasivos [20453]/MN [20313]'),Node('/BCCR/Sector Monetario y Financiero/Composición del capital y posición en moneda extranjera de [19862]/Pasivos [20515]/Otros Pasivos [20453]/MN [20313]')
20314,MN,MN,E07.38.01.01.01.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Composición del capital y posición en moneda extranjera del [19863]/Activos [19951]/Activos financieros [19966]/MN [20314]'),Node('/BCCR/Sector Monetario y Financiero/Composición del capital y posición en moneda extranjera del [19863]/Activos [19951]/Activos financieros [19966]/MN [20314]')
20315,MN,MN,E07.38.02.02.01.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Composición del capital y posición en moneda extranjera del [19863]/Pasivos y Acciones y otras participaciones de capital [20532]/Pasivos [20516]/MN [20315]'),Node('/BCCR/Sector Monetario y Financiero/Composición del capital y posición en moneda extranjera del [19863]/Pasivos y Acciones y otras participaciones de capital [20532]/Pasivos [20516]/MN [20315]')
20316,No residentes,No residentes,E07.23.01.01.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: instr [19991]/Billetes y monedas y depósitos [20074]/No residentes [20316]'),Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: instr [19991]/Billetes y monedas y depósitos [20074]/No residentes [20316]')
20317,No residentes,No residentes,E07.23.02.01.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: instr [19991]/Valores distintos de acciones [20687]/No residentes [20317]'),Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: instr [19991]/Valores distintos de acciones [20687]/No residentes [20317]')
20318,No residentes,No residentes,E07.23.03.01.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: instr [19991]/Préstamos [20541]/No residentes [20318]'),Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: instr [19991]/Préstamos [20541]/No residentes [20318]')
20319,No residentes,No residentes,E07.24.01.01.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de deposito: instr [19990]/Billetes y monedas y depósitos [20075]/No residentes [20319]'),Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de deposito: instr [19990]/Billetes y monedas y depósitos [20075]/No residentes [20319]')
20320,No residentes,No residentes,E07.24.02.01.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de deposito: instr [19990]/Valores distintos de acciones [20688]/No residentes [20320]'),Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de deposito: instr [19990]/Valores distintos de acciones [20688]/No residentes [20320]')
20321,No residentes,No residentes,E07.24.03.01.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de deposito: instr [19990]/Préstamos [20542]/No residentes [20321]'),Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de deposito: instr [19990]/Préstamos [20542]/No residentes [20321]')
20322,No residentes,No residentes,E07.25.01.01.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: instr [19989]/Billetes y monedas y depósitos [20076]/No residentes [20322]'),Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: instr [19989]/Billetes y monedas y depósitos [20076]/No residentes [20322]')
20323,No residentes,No residentes,E07.25.02.01.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: instr [19989]/Valores distintos de acciones [20689]/No residentes [20323]'),Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: instr [19989]/Valores distintos de acciones [20689]/No residentes [20323]')
20324,No residentes,No residentes,E07.25.03.01.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: instr [19989]/Préstamos [20543]/No residentes [20324]'),Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: instr [19989]/Préstamos [20543]/No residentes [20324]')
20325,No residentes,No residentes,E07.26.01.01.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: instr [19994]/Depósitos [20094]/No residentes [20325]'),Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: instr [19994]/Depósitos [20094]/No residentes [20325]')
20326,No residentes,No residentes,E07.26.02.01.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: instr [19994]/Préstamos [20544]/No residentes [20326]'),Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: instr [19994]/Préstamos [20544]/No residentes [20326]')
20327,No residentes,No residentes,E07.27.01.01.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: instr [19993]/Depósitos [20095]/No residentes [20327]'),Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: instr [19993]/Depósitos [20095]/No residentes [20327]')
20328,No residentes,No residentes,E07.27.02.01.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: instr [19993]/Préstamos [20545]/No residentes [20328]'),Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: instr [19993]/Préstamos [20545]/No residentes [20328]')
20329,No residentes,No residentes,E07.28.01.01.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: instr [19992]/Depósitos [20096]/No residentes [20329]'),Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: instr [19992]/Depósitos [20096]/No residentes [20329]')
20330,No residentes,No residentes,E07.28.02.01.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: instr [19992]/Préstamos [20546]/No residentes [20330]'),Node('/BCCR/Sector Monetario y Financiero/Balance sectorial de las otras sociedades de depósito: instr [19992]/Préstamos [20546]/No residentes [20330]')
20331,Obligaciones sujetas a encaje,Obligaciones sujetas a encaje,E07.33.01.01.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Encaje bancario requerido y efectivo por monedas (bancos com [20148]/MN [20311]/Obligaciones sujetas a encaje [20331]'),Node('/BCCR/Sector Monetario y Financiero/Encaje bancario requerido y efectivo por monedas (bancos com [20148]/MN [20311]/Obligaciones sujetas a encaje [20331]')
20332,Obligaciones sujetas a encaje,Obligaciones sujetas a encaje,E07.33.02.01.00.00.00.00.00.M.USD,Mensual,USD,4,Dólar EEUU,Millones,M,M.USD,Node('/BCCR/Sector Monetario y Financiero/ME [20301]/Obligaciones sujetas a encaje [20332]'),Node('/BCCR/Sector Monetario y Financiero/ME [20301]/Obligaciones sujetas a encaje [20332]')
